0.18631  	-0.0749  	-0.1219  	0.53581  	0.74080  	-0.1950  	0.10486  	0.02533  	0.20827  	0.00388  	0.20415  	0.97019  	0.09960  	0.08723  	-1.0362  	0.15181  	-0.1449  	0.35516  	-0.0183  	0.53748  	-0.1329  	-0.3768  	-0.6639  	0.69336  	-0.1685  	0.03472  	-0.1716  	-0.4110  	-0.7652  	-0.4000  	0.19296  	0.25375  	0.05738  	-0.1708  	0.38596  	0.23727  	-0.1431  	-0.0352  	-0.6460  	-0.1747  	0.51586  	0.01777  	-0.0782  	0.36917  	0.12290  	-0.0810  	0.02695  	0.00263  	0.00996  	-0.1232  	-0.0823  	-0.0369  	-0.0515  	-0.0529  	-0.0183  	0.01118  	0.01099  	-0.0027  	-0.0120  	-0.0476  	-0.0156  	0.03695  	0.07408  	-0.0206  	0.17018  	-0.0743  	0.13300  	7.63069  	0.00870  	0.49208  	
-0.1697  	-0.1976  	-0.4113  	0.36643  	0.75154  	-0.3754  	0.05229  	-0.0873  	0.18757  	0.01000  	0.33180  	1.04485  	0.00598  	-0.2121  	-1.1344  	0.06494  	-0.1693  	0.31457  	-0.0585  	0.60961  	-0.1878  	-0.3916  	-0.6135  	0.61639  	-0.3432  	0.09651  	-0.3538  	-0.2662  	-0.6439  	-0.4203  	0.18757  	0.24650  	0.07705  	-0.1266  	0.31905  	0.28414  	-0.2553  	-0.0974  	-0.6029  	-0.1270  	0.50233  	0.04428  	-0.1173  	0.36245  	0.12004  	-0.0932  	0.05434  	0.00988  	0.01777  	-0.1314  	-0.0578  	-0.0365  	-0.0561  	-0.0378  	-0.0099  	0.00573  	0.01656  	0.01132  	-0.0042  	-0.0494  	-0.0202  	0.03384  	0.07569  	-0.0276  	0.17136  	-0.0737  	0.13761  	0.00126  	0.00649  	0.47973  	
-0.4434  	-0.2743  	-0.4779  	0.17048  	0.65475  	-0.4469  	0.07651  	-0.1628  	0.12061  	0.07674  	0.44555  	1.02436  	-0.0601  	-0.3634  	-1.3876  	0.01861  	-0.1902  	0.35699  	-0.0967  	0.62236  	-0.2522  	-0.3900  	-0.5890  	0.59853  	-0.4026  	0.11196  	-0.4191  	-0.2074  	-0.5976  	-0.4567  	0.19598  	0.21052  	0.05418  	-0.1357  	0.23850  	0.28420  	-0.3239  	-0.1016  	-0.5828  	-0.1708  	0.52360  	0.05333  	-0.1151  	0.34465  	0.12721  	-0.0950  	0.04158  	-0.0030  	0.00722  	-0.1314  	-0.0657  	-0.0391  	-0.0595  	-0.0476  	-0.0110  	-0.0029  	0.02395  	0.01211  	-0.0120  	-0.0534  	-0.0235  	0.04205  	0.07842  	-0.0183  	0.17194  	-0.0729  	0.14161  	0.00245  	0.00450  	0.46969  	
-0.5312  	-0.3015  	-0.4815  	0.12733  	0.68131  	-0.5591  	0.07428  	-0.1709  	0.12034  	0.19766  	0.45899  	1.03403  	-0.0453  	-0.3483  	-1.5115  	0.01526  	-0.1914  	0.39710  	-0.0781  	0.64984  	-0.3599  	-0.4177  	-0.5867  	0.54157  	-0.4124  	0.13949  	-0.4867  	-0.0816  	-0.5384  	-0.4739  	0.20855  	0.18541  	0.06116  	-0.1245  	0.19890  	0.28933  	-0.3772  	-0.1167  	-0.5553  	-0.1521  	0.53310  	0.03215  	-0.1116  	0.36824  	0.12162  	-0.1070  	0.04040  	0.00517  	-0.0041  	-0.1256  	-0.0815  	-0.0410  	-0.0521  	-0.0378  	-0.0108  	-0.0079  	0.01967  	0.00380  	-0.0146  	-0.0463  	-0.0227  	0.05333  	0.08525  	-0.0102  	0.17192  	-0.0719  	0.14502  	0.00363  	0.00274  	0.46196  	
-0.4860  	-0.2922  	-0.4511  	0.07342  	0.62592  	-0.6490  	0.07364  	-0.0683  	0.16191  	0.23115  	0.58915  	0.98092  	-0.0768  	-0.3558  	-1.5484  	-0.0487  	-0.1900  	0.36794  	-0.0725  	0.63879  	-0.2712  	-0.4036  	-0.5662  	0.59492  	-0.4102  	0.13439  	-0.4624  	-0.1804  	-0.6115  	-0.4906  	0.20240  	0.19687  	0.06528  	-0.1318  	0.21253  	0.23694  	-0.3231  	-0.0934  	-0.5603  	-0.1519  	0.50199  	0.03329  	-0.1189  	0.35441  	0.12243  	-0.1049  	0.03122  	-0.0059  	-0.0123  	-0.1220  	-0.0678  	-0.0383  	-0.0532  	-0.0427  	-0.0168  	-0.0043  	0.02326  	0.00194  	-0.0170  	-0.0481  	-0.0240  	0.05645  	0.08666  	-0.0049  	0.17129  	-0.0708  	0.14783  	0.00481  	0.00121  	0.45655  	
-0.1102  	-0.1543  	-0.2515  	0.54739  	0.81708  	-0.4067  	0.04906  	0.06840  	0.24509  	0.01395  	0.34942  	1.15360  	-0.0161  	-0.0160  	-0.9784  	0.01220  	-0.1734  	0.31431  	0.01434  	0.61572  	-0.1297  	-0.4712  	-0.6776  	0.69812  	-0.3551  	0.11412  	-0.3663  	-0.1983  	-0.6620  	-0.4355  	0.16680  	0.22959  	0.07635  	-0.1371  	0.29984  	0.22930  	-0.2984  	-0.0808  	-0.6023  	-0.1124  	0.51607  	0.03886  	-0.1358  	0.37967  	0.11207  	-0.0706  	0.03048  	-0.0025  	-0.0103  	-0.1463  	-0.0812  	-0.0395  	-0.0564  	-0.0482  	-0.0270  	0.00754  	0.02068  	0.01855  	-0.0111  	-0.0503  	-0.0185  	0.05536  	0.05569  	-0.0238  	0.17007  	-0.0695  	0.15003  	0.00599  	-8.8203  	0.45344  	
0.26623  	0.02606  	-0.0256  	0.53126  	0.66774  	-0.0828  	0.06517  	0.07778  	0.26866  	0.00475  	-0.0202  	1.08462  	0.12095  	0.21315  	-0.6867  	0.09560  	-0.0833  	0.24254  	-0.0203  	0.52522  	-0.1518  	-0.3174  	-0.5485  	0.62566  	-0.2760  	0.10345  	-0.2700  	-0.4219  	-0.6649  	-0.3245  	0.23800  	0.22210  	0.08389  	-0.1374  	0.25366  	0.15901  	-0.2255  	-0.0434  	-0.6385  	-0.1352  	0.54497  	0.01397  	-0.0366  	0.39482  	0.10566  	-0.0900  	0.03019  	0.01548  	-0.0093  	-0.1028  	-0.1057  	-0.0403  	-0.0710  	-0.0310  	-0.0276  	0.03238  	0.01289  	-0.0192  	-0.0324  	-0.0327  	-0.0191  	0.05839  	0.08590  	-0.0278  	0.16824  	-0.0681  	0.15164  	0.00716  	-0.0011  	0.45265  	
0.28510  	0.03464  	-0.0593  	0.92666  	0.89790  	0.07250  	0.09094  	0.05649  	0.22239  	-0.1376  	-0.1542  	0.96887  	0.12326  	0.10697  	-0.5714  	0.03778  	-0.1172  	0.24026  	-0.0520  	0.52854  	-0.2041  	-0.2699  	-0.6135  	0.59606  	-0.1477  	0.08801  	-0.1316  	-0.3486  	-0.5867  	-0.2991  	0.16253  	0.25545  	0.05897  	-0.1352  	0.32379  	0.21571  	-0.2214  	-0.0520  	-0.5703  	-0.1343  	0.49197  	0.01605  	-0.0649  	0.40318  	0.11852  	-0.0979  	0.03537  	0.02176  	0.02394  	-0.1381  	-0.0729  	-0.0384  	-0.0596  	-0.0455  	-0.0063  	0.01204  	0.01217  	0.01025  	-0.0127  	-0.0487  	-0.0239  	0.04714  	0.09104  	-0.0192  	0.16450  	-0.0643  	0.15291  	0.00920  	-0.0021  	0.44057  	
0.29118  	-0.0282  	-0.0904  	0.91088  	0.90688  	0.11824  	0.05149  	-0.0171  	0.17825  	-0.1330  	-0.1379  	1.09221  	0.08374  	-0.0979  	-0.8855  	0.18838  	-0.0713  	0.27689  	0.00159  	0.48799  	-0.2239  	-0.3376  	-0.6096  	0.60283  	-0.1342  	0.03298  	-0.1569  	-0.2252  	-0.5803  	-0.3140  	0.13729  	0.26634  	0.01113  	-0.1543  	0.28868  	0.25191  	-0.2321  	-0.0512  	-0.5766  	-0.1181  	0.51766  	0.01708  	-0.0699  	0.39128  	0.10810  	-0.0873  	0.01900  	0.01886  	0.01931  	-0.1386  	-0.0698  	-0.0428  	-0.0546  	-0.0466  	-0.0079  	0.01562  	0.03277  	0.01172  	-0.0081  	-0.0508  	-0.0229  	0.04471  	0.09807  	-0.0208  	0.15938  	-0.0618  	0.15214  	0.01032  	-0.0026  	0.45140  	
0.23362  	-0.0634  	-0.1140  	0.63847  	0.83910  	-0.0262  	0.13381  	-0.0587  	0.18626  	-0.0305  	0.00228  	1.03909  	0.06053  	-0.1408  	-1.0757  	0.19588  	-0.1922  	0.36750  	-0.0430  	0.56921  	-0.3441  	-0.3637  	-0.6737  	0.58015  	-0.1632  	0.07543  	-0.3109  	-0.1539  	-0.4775  	-0.3417  	0.16940  	0.25871  	0.01996  	-0.1269  	0.27630  	0.29683  	-0.2957  	-0.0641  	-0.5690  	-0.0944  	0.56179  	-0.0067  	-0.0432  	0.39201  	0.11508  	-0.0891  	0.02894  	0.01390  	0.01133  	-0.1304  	-0.0523  	-0.0435  	-0.0501  	-0.0520  	-0.0038  	0.00622  	0.02540  	0.01051  	-0.0072  	-0.0464  	-0.0252  	0.03223  	0.09171  	-0.0138  	0.15648  	-0.0601  	0.15150  	0.01121  	-0.0033  	0.47811  	
